,Game,Platform,Gener,Publisher,North_America,Europe,Japan,Rest_of _World,Global,Good_Sale,Count_Games
813,Big Family Games,Wii,Misc,THQ,0.0,0.22,0.0,0.02,0.23,0,394
814,Big Hero 6: Battle in the Bay,3DS,Action,GameMill Entertainment,0.0,0.01,0.0,0.0,0.01,0,11
815,Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,SAT,Misc,ASK,0.0,0.0,0.03,0.0,0.03,0,1
816,Big Idea's VeggieTales: LarryBoy and the Bad Apple,PS2,Action,Crave Entertainment,0.02,0.01,0.0,0.0,0.04,0,36
817,Big League Sports,X360,Sports,Activision,0.27,0.02,0.0,0.03,0.31,0,401
818,Big League Sports: Summer,DS,Sports,Activision,0.18,0.0,0.0,0.02,0.2,0,401
819,Big Mountain 2000,N64,Sports,Imagineer,0.02,0.01,0.0,0.0,0.03,0,16
820,Big Mutha Truckers,PS2,Racing,Empire Interactive,0.6499999999999999,0.39,0.0,0.12,1.15,2,35
821,Big Mutha Truckers 2,PS2,Racing,Xplosiv,0.15000000000000002,0.09000000000000001,0.0,0.03,0.27,1,5
822,Big Strike Bowling,PS,Sports,Gotham Games,0.23,0.16,0.0,0.03,0.42,1,5
823,Bigfoot King of Crush,Wii,Racing,Zoo Games,0.02,0.0,0.0,0.0,0.02,0,26
824,Bigfoot: Collision Course,Wii,Racing,Zoo Digital Publishing,0.44,0.0,0.0,0.03,0.47,0,73
825,Biker Mice From Mars,PS2,Racing,Game Factory,0.06,0.02,0.0,0.01,0.09,0,27
826,Billy Hatcher and the Giant Egg,GC,Platform,Sega,0.19,0.05,0.0,0.01,0.25,0,469
827,Billy the Wizard: Rocket Broomstick Racing,Wii,Racing,Metro 3D,0.04,0.0,0.0,0.0,0.05,0,12
828,Billy's Boot Camp: Wii de Enjoy Diet!,Wii,Sports,Rocket Company,0.0,0.0,0.07,0.0,0.07,0,17
829,Binary Domain,PS3,Action,Sega,0.18,0.13,0.16,0.05,0.52,0,469
830,Binary Star,PSV,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01,0,131
831,Bio FREAKS,N64,Action,GT Interactive,0.18,0.08,0.0,0.01,0.27,1,37
832,BioShock,X360,Shooter,Take-Two Interactive,2.4099999999999997,1.7,0.060000000000000005,0.5,4.66,2,194
833,BioShock 2,X360,Shooter,Take-Two Interactive,2.32,1.19,0.04,0.45,3.9800000000000004,2,194
834,BioShock Infinite,X360,Shooter,Take-Two Interactive,2.23,1.49,0.060000000000000005,0.51,4.28,2,194
835,BioShock The Collection,PS4,Shooter,Take-Two Interactive,0.18,0.25,0.02,0.06999999999999999,0.53,0,194
836,Biohazard: Revival Selection,PS3,Action,Capcom,0.0,0.0,0.21,0.0,0.21,0,266
837,Bionic Commando,PS3,Platform,Capcom,0.24,0.29000000000000004,0.02,0.09,0.64,0,266
838,Bionicle,PS2,Action,Electronic Arts,0.48,0.24000000000000002,0.0,0.06999999999999999,0.79,0,598
839,Bionicle Heroes,GC,Shooter,Eidos Interactive,0.22,0.03,0.0,0.01,0.28,0,121
840,Bionicle: Matoran Adventures,GBA,Platform,Electronic Arts,0.18,0.07,0.0,0.0,0.26,0,598
841,Birds of Steel,PS3,Simulation,Konami Digital Entertainment,0.21000000000000002,0.11,0.02,0.04,0.38,0,637
842,Birthday Party Bash,Wii,Misc,Take-Two Interactive,0.29,0.0,0.0,0.02,0.31,0,194
843,Bishoujo Senshi Sailormoon R,SNES,Fighting,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27,0,765
844,Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,SNES,Fighting,Angel Studios,0.0,0.0,0.12,0.0,0.12,0,3
845,Black,PS2,Shooter,Electronic Arts,1.32,0.13,0.03,0.17,1.67,0,598
846,Black & Bruised,PS2,Fighting,Vivendi Games,0.12,0.06999999999999999,0.0,0.02,0.21000000000000002,0,86
847,Black & White,PC,Strategy,Electronic Arts,0.0,0.04,0.0,0.0,0.04,0,598
848,Black & White 2,PC,Strategy,Electronic Arts,0.01,0.07,0.0,0.01,0.09,0,598
849,Black * Rock Shooter: The Game,PSP,Role-Playing,Unknown,0.0,0.0,0.15,0.0,0.15,0,148
850,Black Bass with Blue Marlin,PS,Sports,Starfish,0.06,0.04,0.0,0.01,0.11,0,10
851,Black Cat,PS2,Action,Capcom,0.0,0.0,0.01,0.0,0.01,0,266
852,Black Dawn,PS,Simulation,Virgin Interactive,0.07,0.05,0.0,0.01,0.13,0,52
853,Black Jack vs. Matsudajun,PS,Misc,Pony Canyon,0.03,0.02,0.0,0.0,0.05,0,1
854,Black Mirror 2,PC,Adventure,DTP Entertainment,0.0,0.04,0.0,0.01,0.04,0,33
855,Black Rose Valkyrie,PS4,Role-Playing,Idea Factory,0.0,0.0,0.02,0.0,0.02,0,131
856,Black Sigil: Blade of the Exiled,DS,Role-Playing,Graffiti,0.05,0.0,0.0,0.0,0.05,0,5
857,Black Stone: Magic & Steel,XB,Role-Playing,THQ,0.03,0.01,0.0,0.0,0.04,0,394
858,Black/Matrix,SAT,Strategy,NEC Interchannel,0.0,0.0,0.08,0.0,0.08,0,8
859,Blacksite: Area 51,X360,Shooter,Midway Games,0.36,0.23,0.0,0.06999999999999999,0.6499999999999999,0,101
860,Blackthorne,GBA,Action,Activision,0.01,0.0,0.0,0.0,0.01,0,401
861,Blackwater,X360,Shooter,505 Games,0.09,0.02,0.0,0.01,0.12,0,143
862,Blade Arcus from Shining EX,PS4,Fighting,Sega,0.0,0.0,0.04,0.0,0.04,0,469
863,Blade Dancer: Lineage of Light,PSP,Role-Playing,Atari,0.05,0.0,0.0,0.0,0.06,0,277
864,Blade II,PS2,Action,Activision,0.25,0.15,0.0,0.04,0.44,0,401
865,Blades of Blood: Samurai Shodown III,PS,Fighting,Sony Computer Entertainment,0.05,0.03,0.0,0.01,0.08,0,617
866,Blades of Time,X360,Action,Konami Digital Entertainment,0.11000000000000001,0.05,0.01,0.02,0.2,0,637
867,Bladestorm: Nightmare,PS4,Action,Tecmo Koei,0.11,0.06,0.06,0.02,0.25,0,249
868,Bladestorm: The Hundred Years' War,PS3,Action,Tecmo Koei,0.18,0.04,0.14,0.03,0.37,0,249
869,Blast Chamber,PS,Shooter,Activision,0.05,0.04,0.0,0.01,0.1,0,401
870,Blast Corps,N64,Action,Nintendo,0.39,0.09,0.17,0.06,0.71,0,665
871,Blast Lacrosse,PS,Sports,Acclaim Entertainment,0.03,0.02,0.0,0.0,0.06,0,114
872,Blast Radius,PS,Action,Psygnosis,0.04,0.03,0.0,0.0,0.07,0,31
873,"Blast Works: Build, Trade, Destroy",Wii,Shooter,Eidos Interactive,0.09,0.0,0.0,0.01,0.1,0,121
874,Blaster Master: Blasting Again,PS,Shooter,Sunsoft,0.14,0.1,0.0,0.02,0.25,0,9
875,Blasto,PS,Action,Sony Computer Entertainment,0.2,0.13,0.0,0.02,0.35,0,617
876,BlazBlue Central Fiction,PS4,Fighting,PQube,0.06,0.02,0.05,0.02,0.14,0,24
877,BlazBlue: Calamity Trigger,PS3,Fighting,PQube,0.57,0.19,0.1,0.09,0.94,1,24
878,BlazBlue: Calamity Trigger Portable,PSP,Fighting,PQube,0.07,0.01,0.03,0.01,0.11,0,24
879,BlazBlue: Chrono Phantasma,PS3,Fighting,Arc System Works,0.17,0.0,0.17,0.04,0.37,1,21
880,BlazBlue: Chrono Phantasma Extend,PS4,Action,PQube,0.12000000000000001,0.06,0.060000000000000005,0.04,0.28,1,24
881,BlazBlue: Continuum Shift,PS3,Fighting,PQube,0.44,0.11000000000000001,0.11,0.06,0.72,1,24
882,BlazBlue: Continuum Shift II,PSP,Fighting,PQube,0.08,0.03,0.11000000000000001,0.02,0.24,0,24
883,Blazblue: Continuum Shift Extend,PSV,Fighting,PQube,0.03,0.05,0.12,0.02,0.21,0,24
884,Blaze Union: Story to Reach the Future,PSP,Role-Playing,Sting,0.0,0.0,0.03,0.0,0.03,0,6
885,Blazer Drive,DS,Role-Playing,Sega,0.0,0.0,0.01,0.0,0.01,0,469
886,Blazing Angels 2: Secret Missions of WWII,PS3,Simulation,Ubisoft,0.21000000000000002,0.05,0.0,0.03,0.29000000000000004,0,564
887,Blazing Angels: Squadrons of WWII,Wii,Simulation,Ubisoft,1.53,0.3,0.0,0.19,2.01,1,564
888,Blazing Dragons,PS,Adventure,Crystal Dynamics,0.08,0.06,0.0,0.01,0.15,0,5
889,Blazing Heroes,SAT,Role-Playing,Sega,0.0,0.0,0.3,0.0,0.3,0,469
890,Blazing Souls,PS2,Role-Playing,Idea Factory,0.0,0.0,0.02,0.0,0.02,0,131
891,Blazing Souls: Accelate,PSP,Role-Playing,Idea Factory,0.04,0.0,0.01,0.0,0.05,0,131
892,Bleach DS 4th: Flame Bringer,DS,Action,Sega,0.0,0.0,0.03,0.0,0.03,0,469
893,Bleach GC: Tasogare Ni Mamieru Shinigami,GC,Fighting,Sega,0.0,0.0,0.08,0.0,0.09,0,469
894,Bleach: Blade Battlers,PS2,Fighting,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,0,617
895,Bleach: Blade Battlers 2nd,PS2,Fighting,Sony Computer Entertainment,0.0,0.0,0.06,0.0,0.06,0,617
896,Bleach: Dark Souls,DS,Fighting,Sega,0.12,0.02,0.0,0.01,0.15,0,469
897,Bleach: Dark Souls (JP sales),DS,Fighting,Sega,0.0,0.0,0.1,0.0,0.1,0,469
898,Bleach: Erabareshi Tamashii,PS2,Adventure,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08,0,617
899,Bleach: Hanatareshi Yabou,PS2,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07,0,617
900,Bleach: Heat the Soul,PSP,Fighting,Sony Computer Entertainment,0.0,0.0,0.09,0.0,0.09,0,617
901,Bleach: Heat the Soul 3,PSP,Fighting,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07,0,617
902,Bleach: Heat the Soul 4,PSP,Fighting,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08,0,617
903,Bleach: Heat the Soul 5,PSP,Fighting,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08,0,617
904,Bleach: Heat the Soul 6,PSP,Fighting,Sony Computer Entertainment,0.0,0.0,0.09,0.0,0.09,0,617
905,Bleach: Heat the Soul 7,PSP,Fighting,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08,0,617
906,Bleach: Shattered Blade,Wii,Fighting,Sega,0.21,0.01,0.08,0.02,0.32,0,469
907,Bleach: Soul Carnival,PSP,Fighting,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,0,617
908,Bleach: Soul Carnival 2,PSP,Fighting,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,0,617
909,Bleach: Soul Resurreccion,PS3,Fighting,Nippon Ichi Software,0.27,0.1,0.07,0.05,0.49,0,86
910,Bleach: The 3rd Phantom,DS,Role-Playing,Sega,0.1,0.02,0.07,0.01,0.2,0,469
911,Bleach: The Blade of Fate,DS,Fighting,Sega,0.29,0.01,0.12,0.03,0.45,0,469
912,Bleach: Versus Crusade,Wii,Fighting,Sega,0.0,0.0,0.06,0.0,0.06,0,469
913,Blender Bros.,GBA,Platform,Unknown,0.02,0.01,0.0,0.0,0.02,0,148
914,Blinx 2: Masters of Time & Space,XB,Platform,Microsoft Game Studios,0.12,0.03,0.0,0.01,0.15,0,178
915,Blinx: The Time Sweeper,XB,Platform,Microsoft Game Studios,0.39,0.15,0.0,0.02,0.56,0,178
916,Blitz: Overtime,PSP,Sports,Midway Games,0.09,0.0,0.0,0.01,0.09,0,101
917,Blitz: The League,PS2,Sports,Unknown,1.29,0.14,0.0,0.15,1.58,1,148
918,Blitz: The League II,PS3,Sports,Midway Games,0.19,0.03,0.0,0.03,0.25,0,101
919,Blitzkrieg 2 Anthology,PC,Strategy,Ascaron Entertainment GmbH,0.0,0.01,0.0,0.0,0.01,0,2
920,Block Kuzushi,SNES,Puzzle,Pow,0.0,0.0,0.05,0.0,0.05,0,1
921,Block Party,Wii,Misc,Activision,0.14,0.0,0.0,0.01,0.15,0,401
922,Blokus Portable: Steambot Championship,PSP,Puzzle,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,0,81
923,Blood Bowl,X360,Sports,Focus Home Interactive,0.15,0.04,0.0,0.01,0.2,0,40
924,Blood Bowl: Legendary Edition,PC,Sports,Focus Home Interactive,0.0,0.01,0.0,0.0,0.02,0,40
925,Blood Drive,X360,Racing,Activision,0.16,0.01,0.0,0.02,0.18,0,401
926,Blood Omen 2,PS2,Action,Eidos Interactive,0.37,0.19999999999999998,0.0,0.060000000000000005,0.63,0,121
927,Blood Omen: Legacy of Kain,PS,Role-Playing,Crystal Dynamics,0.25,0.17,0.0,0.03,0.44,1,5
928,Blood Wake,XB,Shooter,Microsoft Game Studios,0.43,0.12,0.0,0.02,0.57,0,178
929,Blood Will Tell: Tezuka Osamu's Dororo,PS2,Adventure,Sega,0.02,0.02,0.0,0.01,0.04,0,469
930,Blood of Bahamut,DS,Role-Playing,Square Enix,0.0,0.0,0.09,0.0,0.09,0,152
931,Blood: The Last Vampire (Joukan),PS2,Adventure,Sony Computer Entertainment,0.0,0.0,0.09,0.0,0.09,0,617
932,BloodRayne,PS2,Shooter,Universal Interactive,0.45,0.23,0.0,0.060000000000000005,0.74,1,14
933,BloodRayne 2,PS2,Shooter,THQ,0.24,0.13,0.0,0.04,0.42000000000000004,0,394
934,Bloodborne,PS4,Action,Sony Computer Entertainment,1.03,0.81,0.26,0.38,2.48,1,617
935,Bloody Roar,PS,Fighting,Virgin Interactive,0.22,0.15,0.0,0.03,0.39,0,52
936,Bloody Roar 3,PS2,Fighting,Virgin Interactive,0.15,0.11,0.05,0.04,0.35,0,52
937,Bloody Roar 4,PS2,Fighting,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.09,0,637
938,Bloody Roar Extreme,XB,Fighting,Hudson Soft,0.03,0.01,0.0,0.0,0.04,0,76
939,Bloody Roar II,PS,Fighting,Virgin Interactive,0.25,0.17,0.0,0.03,0.46,0,52
940,Bloody Roar: Primal Fury,GC,Fighting,Activision,0.14,0.04,0.0,0.0,0.18,0,401
941,BlowOut,PS2,Shooter,Zoo Digital Publishing,0.15,0.09999999999999999,0.0,0.03,0.28,0,73
942,Blue Breaker: Ken Yorimo Hohoemi o,PCFX,Role-Playing,NEC,0.0,0.0,0.03,0.0,0.03,0,3
943,Blue Dragon,X360,Role-Playing,Microsoft Game Studios,0.3,0.32,0.21,0.08,0.92,0,178
944,Blue Dragon Plus,DS,Role-Playing,Ignition Entertainment,0.12,0.03,0.05,0.01,0.21,0,48
945,Blue Dragon: Awakened Shadow,DS,Role-Playing,Namco Bandai Games,0.06,0.0,0.03,0.0,0.1,0,765
946,Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSP,Adventure,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,0,86
947,Blue Stinger,DC,Adventure,Activision,0.0,0.0,0.1,0.0,0.1,0,401
948,Blue's Clues: Blue's Big Musical,PS,Misc,THQ,0.28,0.19,0.0,0.03,0.5,0,394
949,Blues Brothers 2000,N64,Platform,Virgin Interactive,0.04,0.01,0.0,0.0,0.05,0,52
950,Blur,PS3,Racing,Activision,0.48,0.67,0.02,0.19,1.3699999999999999,0,401
951,Board Game Classics,GBA,Misc,"Destination Software, Inc",0.06,0.02,0.0,0.0,0.08,0,10
952,Board Game: Top Shop,PS,Misc,Success,0.01,0.01,0.0,0.0,0.02,0,18
953,Bob the Builder: Can We Fix It?,PS,Action,THQ,0.31,0.21,0.0,0.04,0.57,0,394
954,Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,GBA,Action,Hudson Soft,0.0,0.0,0.03,0.0,0.03,0,76
955,Bode Miller Alpine Skiing,PS2,Sports,Valcon Games,0.01,0.01,0.0,0.0,0.03,0,5
956,Body Harvest,N64,Shooter,Gremlin Interactive Ltd,0.16,0.04,0.0,0.0,0.2,0,9
957,Body and Brain Connection,X360,Misc,Namco Bandai Games,0.1,0.08,0.0,0.02,0.2,0,765
958,Bodycount,PS3,Shooter,Codemasters,0.12000000000000001,0.08,0.0,0.03,0.22,0,75
959,Bogey: Dead 6,PS,Simulation,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.09,0,617
960,Boing! Docomodake DS,DS,Puzzle,Ignition Entertainment,0.04,0.0,0.0,0.0,0.05,0,48
961,Boktai 2: Solar Boy Django,GBA,Role-Playing,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,0,637
962,Boktai: The Sun is in Your Hand,GBA,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.15,0,637
963,Boku no Natsuyasumi,PS,Adventure,Sony Computer Entertainment,0.0,0.0,0.37,0.03,0.4,0,617
964,Boku no Natsuyasumi 2: Umi no Bouken Hen,PS2,Adventure,Sony Computer Entertainment,0.0,0.0,0.41,0.0,0.41,0,617
965,Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen​,PS3,Adventure,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08,0,617
966,"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",PSP,Adventure,Sony Computer Entertainment,0.0,0.0,0.19,0.0,0.19,0,617
967,Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,PSP,Adventure,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07,0,617
968,Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP,Adventure,Sony Computer Entertainment,0.0,0.0,0.1,0.0,0.1,0,617
969,Bolt,DS,Adventure,Disney Interactive Studios,0.9299999999999999,0.63,0.0,0.32,1.8800000000000001,1,110
970,Bombastic,PS2,Puzzle,Capcom,0.03,0.02,0.0,0.01,0.05,0,266
971,Bomberman,NES,Puzzle,Hudson Soft,0.42000000000000004,0.01,0.89,0.02,1.34,1,76
972,Bomberman (jp sales),PSP,Puzzle,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01,0,637
973,Bomberman 2,DS,Puzzle,Hudson Soft,0.0,0.01,0.0,0.0,0.02,0,76
974,Bomberman 64,N64,Puzzle,Hudson Soft,0.5,0.2,0.31,0.03,1.04,1,76
975,Bomberman 64: The Second Attack!,N64,Adventure,Hudson Soft,0.05,0.01,0.11,0.0,0.17,0,76
976,Bomberman B-Daman,SNES,Shooter,Hudson Soft,0.0,0.0,0.17,0.0,0.17,0,76
977,Bomberman Fantasy Race,PS,Racing,Virgin Interactive,0.01,0.01,0.0,0.0,0.02,0,52
978,Bomberman Generation,GC,Adventure,Vivendi Games,0.15,0.04,0.06,0.01,0.25,0,86
979,Bomberman Hero,N64,Platform,Nintendo,0.27,0.06,0.08,0.05,0.47,0,665
980,Bomberman II,NES,Puzzle,Hudson Soft,0.16,0.03,0.15,0.1,0.44,0,76
981,Bomberman Jetters,GC,Puzzle,Hudson Soft,0.06,0.02,0.0,0.0,0.08,0,76
982,Bomberman Land,Wii,Misc,Rising Star Games,0.16999999999999998,0.01,0.18,0.02,0.39,0,81
983,Bomberman Land Touch!,DS,Puzzle,Rising Star Games,0.04,0.0,0.04,0.0,0.08,0,81
984,Bomberman Land Touch! 2,DS,Puzzle,Rising Star Games,0.13,0.0,0.01,0.01,0.16,0,81
985,Bomberman Max 2: Blue Advance,GBA,Puzzle,Vivendi Games,0.07,0.02,0.0,0.0,0.09,0,86
986,Bomberman Max 2: Red Advance,GBA,Puzzle,Vivendi Games,0.05,0.02,0.0,0.0,0.07,0,86
987,Bomberman Party Edition,PS,Puzzle,Virgin Interactive,0.07,0.05,0.0,0.01,0.12,0,52
988,Bomberman Story DS,DS,Role-Playing,Rising Star Games,0.0,0.0,0.02,0.0,0.02,0,81
989,Bomberman Tournament,GBA,Puzzle,Activision,0.1,0.04,0.1,0.01,0.25,0,401
990,Bomberman World,PS,Puzzle,Sony Computer Entertainment,0.06,0.04,0.22,0.02,0.33,0,617
991,Bomberman: Act Zero,X360,Puzzle,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,0,637
992,Boogie,Wii,Misc,Electronic Arts,0.76,0.1,0.0,0.08,0.95,0,598
993,Boogie SuperStar,Wii,Misc,Electronic Arts,0.2,0.02,0.0,0.02,0.24,0,598
994,Book of Spells,PS3,Action,Sony Computer Entertainment,0.14,0.39,0.0,0.15,0.67,0,617
995,Bookworm,DS,Puzzle,PopCap Games,0.32,0.02,0.0,0.02,0.36,1,10
996,Bookworm Deluxe,PC,Puzzle,PopCap Games,0.01,0.0,0.0,0.0,0.01,0,10
997,Boom Blox,Wii,Puzzle,Electronic Arts,0.71,0.38,0.0,0.12,1.21,0,598
998,Boom Blox Bash Party,Wii,Puzzle,Electronic Arts,0.33,0.09,0.0,0.04,0.46,0,598
999,BoomBots,PS,Fighting,SouthPeak Games,0.06,0.04,0.0,0.01,0.11,0,30
1000,Boot Camp Academy,Wii,Action,Zoo Games,0.03,0.0,0.0,0.0,0.03,0,26
1001,Borderlands,X360,Shooter,Take-Two Interactive,3.61,1.45,0.03,0.61,5.71,2,194
1002,Borderlands 2,X360,Shooter,Take-Two Interactive,3.6799999999999997,2.17,0.15000000000000002,0.85,6.85,2,194
1003,Borderlands: Double Game Add-On Pack,X360,Shooter,Take-Two Interactive,0.1,0.02,0.0,0.01,0.13,0,194
1004,Borderlands: The Handsome Collection,PS4,Shooter,Take-Two Interactive,0.64,0.46,0.03,0.18000000000000002,1.31,0,194
1005,Borderlands: The Pre-Sequel,X360,Shooter,Take-Two Interactive,0.8300000000000001,0.55,0.060000000000000005,0.19,1.6199999999999999,0,194
1006,Botanicula,PC,Adventure,Daedalic Entertainment,0.0,0.02,0.0,0.0,0.03,0,3
1007,Bottom of the 9th,N64,Sports,Konami Digital Entertainment,0.45,0.05,0.0,0.01,0.51,0,637
1008,Bottom of the 9th '97,PS,Sports,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,0,637
1009,Bottom of the 9th '99,PS,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.0,0.05,0,637
1010,Boulder Dash: Rocks!,DS,Puzzle,10TACLE Studios,0.0,0.03,0.0,0.0,0.03,0,3
1011,Bound By Flame,PS4,Role-Playing,Focus Home Interactive,0.08,0.09,0.0,0.03,0.19,0,40
1012,Bounty Hounds,PSP,Action,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,0,765
1013,Boxer's Road,PS,Fighting,New,0.0,0.0,0.33,0.02,0.36,1,1
1014,Boxing,2600,Fighting,Activision,0.76,0.07,0.0,0.01,0.8400000000000001,0,401
1015,Boxing Fever,GBA,Sports,THQ,0.06,0.02,0.0,0.0,0.08,0,394
1016,Braid,PC,Platform,Number None,0.0,0.02,0.0,0.0,0.03,0,1
1017,Brain Age 2: More Training in Minutes a Day,DS,Puzzle,Nintendo,3.43,5.35,5.32,1.18,15.29,2,665
1018,Brain Age: Concentration Training,3DS,Puzzle,Nintendo,0.09,0.0,0.0,0.01,0.09,0,665
1019,Brain Age: Train Your Brain in Minutes a Day,DS,Misc,Nintendo,4.74,9.2,4.16,2.04,20.15,2,665
1020,Brain Assist,DS,Misc,Sega,0.12,0.0,0.0,0.01,0.13,0,469
1021,Brain Boost: Beta Wave,DS,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15,0,143
1022,Brain Boost: Gamma Wave,DS,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15,0,143
1023,Brain Challenge,DS,Misc,Ubisoft,0.41,0.0,0.0,0.03,0.45,0,564
1024,Brain Dead 13,PS,Adventure,Coconuts Japan,0.01,0.01,0.0,0.0,0.02,0,2
1025,Brain Exercise With Dr. Kawashima,PC,Puzzle,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,0,765
1026,Brain Quest: Grades 3 & 4,DS,Misc,Electronic Arts,0.05,0.0,0.0,0.0,0.06,0,598
1027,Brain Quest: Grades 5 & 6,DS,Misc,Electronic Arts,0.1,0.0,0.0,0.01,0.1,0,598
1028,Brain Voyage,DS,Puzzle,Eidos Interactive,0.06,0.01,0.0,0.01,0.08,0,121
1029,Brandish: The Dark Revenant,PSP,Role-Playing,Falcom Corporation,0.0,0.0,0.02,0.0,0.02,0,12
1030,Bratz,GBA,Platform,Ubisoft,0.1,0.04,0.0,0.0,0.13,0,564
1031,Bratz 4 Real,DS,Adventure,THQ,0.29,0.22,0.0,0.06,0.57,0,394
1032,Bratz Kidz,Wii,Misc,Game Factory,0.19,0.0,0.0,0.01,0.21000000000000002,0,27
1033,Bratz Ponyz,DS,Adventure,Game Factory,0.26,0.0,0.0,0.02,0.28,1,27
1034,Bratz Ponyz 2,DS,Adventure,Game Factory,0.24,0.0,0.0,0.02,0.26,1,27
1035,Bratz: Forever Diamondz,DS,Adventure,THQ,0.61,0.93,0.0,0.19,1.7,0,394
1036,Bratz: Girlz Really Rock,DS,Action,THQ,0.48,0.2,0.0,0.08,0.76,0,394
1037,Bratz: Rock Angelz,GBA,Misc,THQ,0.74,0.33,0.0,0.07,1.12,0,394
1038,Bratz: Super Babyz,DS,Action,THQ,0.26,0.0,0.0,0.02,0.28,0,394
1039,Bratz: The Movie,PS2,Simulation,THQ,0.47,0.19,0.0,0.08,0.74,0,394
1040,Brave Fencer Musashi,PS,Role-Playing,SquareSoft,0.25,0.17,0.65,0.07,1.14,2,46
1041,Brave Story: Boku no Kioku to Negai,DS,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,0,765
1042,Brave Story: New Traveler (US sales),PSP,Role-Playing,Sony Computer Entertainment,0.11,0.0,0.0,0.0,0.11,0,617
1043,Brave Story: New Traveller (jp sales),PSP,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.05,0.0,0.05,0,617
1044,Brave: A Warrior's Tale,X360,Action,SouthPeak Games,0.1,0.01,0.0,0.0,0.12,0,30
1045,Brave: The Video Game,DS,Action,Disney Interactive Studios,0.0,0.02,0.0,0.0,0.03,0,110
1046,Bravely Default: Flying Fairy,3DS,Role-Playing,Nintendo,0.5,0.32,0.49,0.08,1.38,0,665
1047,Bravely Second: End Layer,3DS,Role-Playing,Nintendo,0.17,0.1,0.18,0.03,0.49,0,665
1048,Bravo Air Race,PS,Racing,THQ,0.08,0.05,0.0,0.01,0.14,0,394
1049,Breach,PC,Shooter,Destineer,0.01,0.0,0.0,0.0,0.01,0,37
1050,Break 'Em All,DS,Puzzle,D3Publisher,0.11,0.0,0.0,0.01,0.12,0,131
1051,Breakaway IV,2600,Puzzle,Sears,0.2,0.01,0.0,0.0,0.21,0,1
1052,Breakdown,XB,Adventure,Electronic Arts,0.09,0.03,0.0,0.0,0.12,0,598
1053,Breakout,PS,Puzzle,Hasbro Interactive,0.06,0.04,0.0,0.01,0.11,0,13
1054,Breath of Fire,GBA,Role-Playing,Ubisoft,0.11,0.04,0.06,0.0,0.22,0,564
1055,Breath of Fire II,SNES,Role-Playing,Laguna,0.14,0.05,0.36,0.0,0.55,1,4
1056,Breath of Fire III,PS,Role-Playing,Capcom,0.29,0.21,0.46,0.08,1.03,0,266
1057,Breath of Fire IV,PS,Role-Playing,Capcom,0.11,0.08,0.34,0.04,0.56,0,266
1058,Breath of Fire: Dragon Quarter,PS2,Role-Playing,Capcom,0.09,0.07,0.0,0.02,0.19,0,266
1059,Breeding Stud 2,PS,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,0,637
1060,Brian Lara Cricket,PS,Sports,Codemasters,0.02,1.13,0.01,0.1,1.26,1,75
1061,Bridge,2600,Misc,Activision,0.25,0.02,0.0,0.0,0.27,0,401
